operator,rarity,class,promotion_level,level,hp,attack,defense,resistance,redeployment_time,dp_cost,block_count,attack_interval,cn_release_date,global_release_date,is_limited
Waai Fu,5.0,Specialist,2,49,1329,490,285,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,50,1333,491,285,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,51,1337,493,286,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,52,1341,494,287,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,53,1345,496,287,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,54,1349,497,288,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,55,1353,499,288,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,56,1357,500,289,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,57,1362,502,290,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,58,1366,503,290,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,59,1370,505,291,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,60,1374,506,292,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,61,1378,508,292,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,62,1382,509,293,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,63,1386,511,293,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,64,1390,512,294,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,65,1394,514,295,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,66,1398,515,295,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,67,1402,517,296,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,68,1406,518,297,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,69,1410,520,297,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,70,1414,521,298,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,71,1418,523,298,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,72,1422,524,299,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,73,1427,526,300,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,74,1431,527,300,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,75,1435,529,301,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,76,1439,530,302,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,77,1443,532,302,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,78,1447,533,303,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,79,1451,535,303,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Waai Fu,5.0,Specialist,2,80,1455,536,304,0,18,9,1,0.93,11/19/2019,5/27/2020,0.0
Ceylon,5.0,Medic,0,1,798,164,55,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,2,803,166,56,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,3,808,168,56,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,4,813,170,57,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,5,819,173,57,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,6,824,175,58,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,7,829,177,58,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,8,834,179,59,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,9,839,181,59,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,10,844,183,60,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,11,849,185,60,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,12,855,188,61,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,13,860,190,61,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,14,865,192,62,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,15,870,194,62,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,16,875,196,63,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,17,880,198,63,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,18,885,200,64,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,19,891,203,64,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,20,896,205,65,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,21,901,207,65,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,22,906,209,66,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,23,911,211,66,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,24,916,213,67,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,25,921,215,67,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,26,927,218,68,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,27,932,220,68,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,28,937,222,69,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,29,942,224,69,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,30,947,226,70,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,31,952,228,70,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,32,957,230,71,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,33,963,233,71,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,34,968,235,72,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,35,973,237,72,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,36,978,239,73,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,37,983,241,73,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,38,988,243,74,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,39,993,245,74,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,40,999,248,75,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,41,1004,250,75,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,42,1009,252,76,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,43,1014,254,76,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,44,1019,256,77,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,45,1024,258,77,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,46,1029,260,78,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,47,1035,263,78,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,48,1040,265,79,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,49,1045,267,79,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,0,50,1050,269,80,10,80,20,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,1,1050,269,80,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,2,1053,271,80,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,3,1056,272,81,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,4,1059,274,81,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,5,1062,275,81,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,6,1065,277,81,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,7,1067,278,82,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,8,1070,280,82,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,9,1073,281,82,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,10,1076,283,83,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,11,1079,284,83,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,12,1082,286,83,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,13,1085,287,83,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,14,1088,289,84,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,15,1091,290,84,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,16,1094,292,84,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,17,1097,293,85,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,18,1100,295,85,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,19,1102,296,85,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,20,1105,298,86,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,21,1108,299,86,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,22,1111,301,86,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,23,1114,302,86,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,24,1117,304,87,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,25,1120,306,87,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,26,1123,307,87,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,27,1126,309,88,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,28,1129,310,88,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,29,1132,312,88,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,30,1134,313,88,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,31,1137,315,89,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,32,1140,316,89,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,33,1143,318,89,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,34,1146,319,90,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,35,1149,321,90,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,36,1152,322,90,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,37,1155,324,90,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,38,1158,325,91,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,39,1161,327,91,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,40,1164,328,91,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,41,1167,330,92,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,42,1169,331,92,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,43,1172,333,92,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,44,1175,334,92,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,45,1178,336,93,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,46,1181,337,93,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,47,1184,339,93,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,48,1187,341,94,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,49,1190,342,94,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,50,1193,344,94,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,51,1196,345,94,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,52,1199,347,95,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,53,1201,348,95,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,54,1204,350,95,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,55,1207,351,96,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,56,1210,353,96,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,57,1213,354,96,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,58,1216,356,97,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,59,1219,357,97,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,60,1222,359,97,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,61,1225,360,97,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,62,1228,362,98,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,63,1231,363,98,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,64,1234,365,98,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,65,1236,366,99,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,66,1239,368,99,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,67,1242,369,99,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,68,1245,371,99,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,69,1248,372,100,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,1,70,1251,374,100,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,1,1251,374,100,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,2,1254,375,100,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,3,1256,376,101,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,4,1259,378,101,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,5,1261,379,101,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,6,1264,380,102,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,7,1266,381,102,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,8,1269,382,102,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,9,1272,384,103,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,10,1274,385,103,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,11,1277,386,103,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,12,1279,387,104,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,13,1282,388,104,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,14,1285,389,104,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,15,1287,391,105,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,16,1290,392,105,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,17,1292,393,105,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,18,1295,394,106,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,19,1297,395,106,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,20,1300,397,106,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,21,1303,398,107,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,22,1305,399,107,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,23,1308,400,107,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,24,1310,401,108,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,25,1313,403,108,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,26,1316,404,108,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,27,1318,405,109,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,28,1321,406,109,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,29,1323,407,109,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,30,1326,409,110,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,31,1328,410,110,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,32,1331,411,110,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,33,1334,412,111,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,34,1336,413,111,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,35,1339,414,111,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,36,1341,416,112,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,37,1344,417,112,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,38,1347,418,112,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,39,1349,419,113,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,40,1352,420,113,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,41,1354,422,113,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,42,1357,423,113,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,43,1359,424,114,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,44,1362,425,114,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,45,1365,426,114,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,46,1367,428,115,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,47,1370,429,115,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,48,1372,430,115,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,49,1375,431,116,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,50,1378,432,116,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,51,1380,433,116,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,52,1383,435,117,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,53,1385,436,117,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,54,1388,437,117,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,55,1390,438,118,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,56,1393,439,118,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,57,1396,441,118,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,58,1398,442,119,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,59,1401,443,119,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,60,1403,444,119,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,61,1406,445,120,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,62,1409,447,120,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,63,1411,448,120,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,64,1414,449,121,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,65,1416,450,121,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,66,1419,451,121,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,67,1421,453,122,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,68,1424,454,122,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,69,1427,455,122,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,70,1429,456,123,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,71,1432,457,123,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,72,1434,458,123,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,73,1437,460,124,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,74,1440,461,124,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,75,1442,462,124,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,76,1445,463,125,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,77,1447,464,125,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,78,1450,466,125,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,79,1452,467,126,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Ceylon,5.0,Medic,2,80,1455,468,126,10,80,22,1,2.85,8/27/2019,4/29/2020,0.0
Flamebringer,5.0,Guard,0,1,1496,408,86,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,2,1509,412,87,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,3,1522,416,88,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,4,1535,420,88,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,5,1548,424,89,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,6,1562,428,90,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,7,1575,432,91,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,8,1588,436,91,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,9,1601,440,92,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,10,1614,443,93,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,11,1627,447,94,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,12,1640,451,94,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,13,1653,455,95,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,14,1666,459,96,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,15,1679,463,97,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,16,1693,467,97,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,17,1706,471,98,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,18,1719,475,99,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,19,1732,479,100,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
Flamebringer,5.0,Guard,0,20,1745,483,100,0,80,18,1,1.5,10/15/2019,3/25/2020,0.0
