Date,Sales Amount
2017-09-08,463170
2016-01-17,300764
2020-01-20,57040
2017-03-02,463462
2016-09-30,447808
2020-07-15,111242
2017-08-15,309120
2017-12-08,469941
2016-10-24,894
2020-05-14,206642
2017-07-30,70962
2017-04-15,422424
2016-05-21,44448
2019-03-19,343868
2017-01-09,278904
2018-01-12,463737
2018-06-06,458559
2016-01-25,11276
2016-05-14,435959
2017-03-01,132538
2020-09-21,251204
2016-05-26,381263
2018-05-16,497472
2018-07-31,437099
2017-07-13,164097
2016-12-16,281691
2017-10-03,211263
2017-11-18,306476
2017-06-27,132185
2016-08-10,182947
2017-04-19,7722
2019-04-04,353577
2018-06-23,307015
2016-08-28,366953
2016-02-12,243989
2019-12-19,159121
2019-09-08,498166
2018-04-14,225754
2016-08-30,365005
2019-07-19,144052
2016-07-24,348290
2016-11-22,216419
2016-09-18,160550
2017-03-28,438449
2016-01-23,215015
2020-01-05,392347
2017-06-15,270202
2016-09-21,337196
2017-12-18,194803
2017-02-20,23304
2019-04-09,458885
2016-12-27,993
2020-05-12,478121
2017-08-07,129943
2017-03-26,82096
2020-04-02,323425
2020-06-23,275489
2016-06-17,242458
2018-10-20,413851
2016-11-15,140718
2017-10-17,124522
2018-10-15,55530
2016-07-09,342683
2018-07-23,215675
2019-09-19,493974
2020-08-14,481478
2019-08-20,100649
2016-06-13,449525
2020-10-17,229118
2020-02-27,142110
2017-04-12,264140
2018-07-08,361839
2016-08-31,454811
2020-12-20,241306
2017-09-16,36087
2020-04-30,229066
2020-10-15,164796
2018-02-13,282945
2020-12-13,216151
2019-09-22,206019
2020-03-15,253104
2020-06-02,74407
2020-02-06,238028
2017-04-02,92925
2017-07-27,201865
2019-03-02,156910
2017-05-21,369675
2018-05-04,282477
2020-03-02,81913
2017-09-05,294065
2020-03-18,497879
2019-06-01,160304
2020-03-09,199177
2019-08-26,312069
2017-04-26,394109
2017-10-30,142053
2017-12-26,20569
2020-03-08,163921
2018-12-02,394496
2020-04-25,187582
2019-03-17,235459
2018-12-02,262010
2019-05-04,63938
2019-10-24,415248
2019-10-24,63942
2016-11-21,108597
2018-12-08,448051
2019-10-09,186508
2017-04-21,24667
2020-07-01,204094
2020-06-19,49696
2017-04-30,473936
2020-08-13,83043
2020-10-25,23927
2017-02-09,176287
2019-10-30,435224
2019-03-22,286890
2019-08-23,14808
2017-02-17,17595
2017-09-25,491415
2017-12-12,438817
2020-09-19,198011
2016-04-18,391234
2018-01-23,46432
2019-01-29,398703
2016-04-10,134961
2020-01-07,217515
2017-06-26,339780
2016-09-06,309866
2017-07-20,62125
2020-01-17,307158
2020-04-26,410353
2020-09-06,257909
2019-05-18,240377
2020-08-22,192522
2019-07-06,324600
2017-05-09,463507
2020-02-08,110835
2017-02-21,290646
2020-10-20,254556
2020-10-18,497903
2019-08-02,4518
2018-02-24,445055
2017-06-07,119643
2019-08-25,185241
2017-10-29,442542
2018-11-28,57676
2016-09-22,434489
2016-04-13,431865
2017-05-05,417554
2019-01-28,433296
2019-04-10,196677
2020-04-11,338854
2020-07-11,2898
2017-09-02,396699
2018-07-17,179815
2020-07-23,119368
2019-12-18,51625
2020-10-12,403283
2016-07-03,86043
2016-11-17,317552
2016-05-19,271190
2019-02-27,434278
2019-05-08,88843
2019-11-20,291416
2016-06-08,316879
2018-07-01,145940
2020-11-28,292691
2017-07-11,182671
2017-08-28,133902
2019-04-16,412439
2019-06-17,350279
2018-01-22,82307
2020-07-12,497055
2020-08-04,330328
2019-05-31,197045
2019-04-09,432975
2019-11-03,72128
2017-07-05,103065
2017-09-07,310801
2019-02-05,212300
2019-09-14,17651
2019-06-27,324777
2020-07-21,168815
2018-11-26,263616
2017-06-09,166008
2018-04-07,222248
2019-11-16,389776
2017-08-30,163522
2018-07-28,9762
2016-12-26,227582
2017-11-10,145635
2018-11-05,68286
2020-05-15,6252
2020-02-03,372876
2020-05-02,253981
2020-12-18,19643
2019-06-28,441224
2018-03-30,333112
2019-02-03,123559
2018-12-16,372974
2018-06-26,479647
2017-03-02,156855
2019-09-11,79946
2020-11-15,262074
2019-11-29,257543
2018-05-01,296281
2016-09-19,64831
2019-01-10,105103
2018-12-19,450641
2017-06-29,426770
2016-12-05,443109
2019-12-25,130922
2018-05-02,52143
2017-11-04,33415
2018-04-02,310308
2020-06-14,103287
2019-03-13,385080
2017-03-04,300911
2019-01-27,142362
2020-09-24,222207
2019-05-18,494719
2016-02-16,153735
2019-03-26,44444
2017-12-10,377717
2020-09-14,310558
2016-03-07,195921
2020-02-08,123837
2016-09-17,257853
2019-02-14,149757
2016-01-11,497095
2016-11-13,449560
2017-02-27,385166
2019-06-03,224557
2019-07-02,41079
2019-06-12,219685
2020-01-29,78159
2020-12-31,161163
2018-02-11,75013
2020-02-08,366638
2016-03-30,479420
2017-06-16,144706
2016-11-08,140111
2020-06-12,303363
2018-02-28,221435
2020-11-11,230210
2017-06-25,315995
2016-09-24,106187
2020-03-16,409932
2017-01-11,183982
2018-09-23,43730
2019-05-29,51479
2017-04-05,26939
2017-10-24,310000
2018-10-19,2268
2018-10-13,469544
2016-01-23,389465
2019-09-10,186158
2018-05-27,43568
2017-07-25,286637
2016-12-27,433332
2020-05-04,400433
2016-10-08,72645
2019-05-31,487567
2019-12-29,367341
2018-12-20,487213
2018-04-30,27162
2018-10-05,81414
2019-10-20,497135
2017-07-16,312906
2019-05-09,285298
2018-04-26,384990
2020-01-15,392604
2016-04-16,114073
2020-06-24,203798
2016-06-17,417241
2016-09-29,2043
2019-06-05,477858
2019-09-27,59894
2019-03-05,17242
2020-02-20,60034
2019-06-18,129800
2017-01-13,394536
2018-05-14,444783
2019-01-09,214476
2017-06-24,351375
2020-10-11,319819
2017-08-05,281900
2018-09-05,163662
2018-05-01,363632
2018-01-19,218196
2017-04-23,496541
2017-06-09,366888
2017-12-14,160070
2019-06-26,5574
2020-03-20,30747
2018-05-20,156564
2017-04-07,257725
2018-06-09,476676
2018-05-15,454768
2016-07-22,132242
2018-12-17,347040
2020-10-16,429383
2019-01-31,50544
2016-12-27,215378
2020-07-01,1668
2016-06-09,10673
2017-05-11,40290
2020-02-22,257320
2016-11-17,219170
2016-06-09,434445
2019-08-07,86196
2018-01-03,345841
2019-05-21,233866
2020-11-21,35454
2016-01-10,349058
2018-07-21,422450
2017-02-26,481600
2017-09-14,467051
2018-01-06,98323
2020-05-09,479425
2020-05-20,224138
2017-06-24,49998
2018-05-31,446956
2019-09-01,59657
2019-06-27,338095
2018-07-16,475457
2019-01-17,320572
2018-06-10,207141
2020-11-08,424979
2020-09-27,265771
2016-09-23,366681
2018-06-17,406462
2018-03-05,169282
2020-05-08,374648
2019-01-09,411251
2018-11-02,221502
2016-08-07,225619
2019-06-26,18105
2019-03-11,121729
2017-12-18,144765
2018-05-07,470363
2016-11-06,319318
2016-09-10,399620
2017-08-24,184481
2020-11-15,63120
2019-11-30,102855
2017-07-04,180997
2019-02-22,494242
2017-03-22,65299
2020-12-24,54067
2016-11-09,444731
2017-01-02,384374
2019-04-29,6465
2020-09-24,350910
2019-06-15,391865
2018-04-15,336429
2017-12-07,99525
2017-12-20,414598
2017-06-14,213817
2016-10-16,175961
2019-11-16,68631
2017-07-05,437176
2020-09-08,28965
2020-12-21,434606
2020-12-20,486801
2016-09-16,187384
2018-07-06,217923
2016-09-25,370958
2018-01-05,126363
2018-01-28,477624
2018-02-20,478011
2017-09-01,365562
2019-06-15,36475
2016-06-26,286912
2016-10-30,264242
2016-11-25,185259
2019-01-12,41482
2018-06-25,98180
2016-07-29,241726
2016-07-09,128805
2017-07-01,196507
2018-07-20,68745
2019-04-22,22645
2017-07-10,64556
2017-03-21,206152
2017-10-31,228666
2019-02-08,152200
2019-11-02,359083
2019-12-27,151807
2020-09-20,493418
2017-05-25,325824
2019-04-13,89359
2020-06-02,79289
2019-07-11,267470
2017-02-12,108307
2017-07-21,299176
2016-12-13,5518
2020-02-24,405426
2016-04-21,396284
2018-11-02,63921
2018-12-13,71392
2017-12-15,487420
2018-10-27,1140
2020-11-23,164805
2018-02-12,186532
2018-07-31,440074
2019-07-29,204587
2018-10-08,246662
2020-05-01,375594
2017-06-23,118379
2020-06-09,343950
2018-07-23,246069
2016-10-09,281118
2016-09-04,423817
2020-09-17,408195
2019-02-13,465004
2020-08-02,34727
2017-12-19,378588
2019-04-13,255524
2019-10-18,441199
2019-05-07,109987
2018-04-08,408092
2019-05-20,158738
2018-09-18,222487
2018-03-09,80488
2017-04-06,202091
2020-12-15,54472
2019-08-05,371366
2017-03-21,322688
2017-04-09,50268
2019-06-14,21054
2018-03-25,367642
2019-08-13,490599
2020-04-13,33749
2020-12-06,137929
2019-02-14,437747
2017-06-22,375912
2019-05-21,280977
2019-10-21,216433
2017-04-17,232906
2019-09-14,494331
2018-04-23,221431
2020-12-10,149733
2016-04-15,2052
2020-09-04,460248
2017-06-12,391000
2017-03-01,27731
2016-03-28,422281
2016-01-25,318845
2016-11-29,106464
2020-01-10,428876
2020-11-30,400447
2020-11-16,319027
2019-02-24,481124
2016-02-13,152140
2017-09-30,93709
2018-11-29,132819
2017-08-04,33183
2019-12-26,34540
2016-03-15,127339
2019-06-20,422723
2018-01-31,31726
2019-05-23,152598
2020-12-06,84531
2018-11-11,310291
2018-03-31,359834
2017-04-07,171286
2019-08-23,491876
2019-02-21,35330
2019-03-09,364095
2018-02-24,93976
2019-04-29,253453
2016-12-05,293544
2016-08-04,468811
2019-10-25,232591
2016-04-27,235522
2020-05-19,8168
2017-05-01,422540
2018-04-20,346925
2019-07-26,177066
2018-08-04,256997
2019-09-09,130202
2019-08-15,311397
2019-10-10,245061
2019-09-20,191105
2016-06-12,364227
2017-09-28,372843
2020-07-11,104628
2020-11-19,359399
2016-06-16,229745
2019-12-04,323774
2019-11-06,151489
2019-01-15,440805
2018-07-16,352859
2019-07-14,58466
2020-02-11,402510
2017-03-21,91476
2017-12-25,87686
2020-10-16,91495
2017-06-19,195914
2018-01-26,200194
2018-12-20,247236
2019-01-02,46188
2018-08-24,384103
2019-04-23,81107
2017-04-24,168857
2018-06-03,48935
2018-07-31,400839
2016-10-10,173984
2016-12-25,200244
2016-10-02,370618
2017-12-30,477401
2019-02-21,269706
2020-07-01,55292
2016-06-19,323145
2018-08-23,426677
2016-05-28,453859
2017-01-19,491406
2020-02-05,278608
2018-12-02,142618
2018-08-26,472708
2017-02-01,452063
2017-01-10,390948
2020-10-26,771
2017-01-10,63442
2020-10-13,430816
2019-06-01,383473
2018-09-18,497922
2018-07-29,155565
2019-07-20,471589
2016-12-27,111047
2020-02-17,288599
2020-01-29,253491
2020-10-05,358409
2020-09-27,470284
2018-04-21,327564
2016-01-08,148300
2020-09-19,204790
2019-08-23,438532
2020-01-10,287527
2017-01-30,338725
2020-10-01,170485
2020-02-11,484679
2016-01-21,86818
2019-04-02,350215
2018-07-17,212838
2016-01-02,93755
2020-02-24,208063
2018-06-24,226400
2016-12-22,86407
2018-09-14,255658
2016-04-10,96452
2017-04-29,404265
2018-02-25,276727
2019-02-06,267731
2020-02-27,287653
2017-02-14,132200
2017-08-24,160349
2020-01-24,43607
2019-09-30,218943
2016-08-22,452002
2020-03-02,309605
2019-08-01,33233
2017-10-22,334376
2020-12-07,420997
2017-02-21,153169
2020-02-19,355826
2020-05-29,219834
2020-10-31,132856
2018-11-16,136391
2020-07-10,215101
2018-06-06,62813
2017-06-03,267909
2018-12-11,155693
2018-09-25,105532
2019-07-10,241603
2016-07-21,144715
2017-05-10,205714
2019-03-20,54420
2019-09-16,3427
2019-04-24,286978
2019-10-16,234064
2019-05-14,136417
2016-10-02,485660
2019-09-23,458618
2019-11-10,211490
2016-11-08,174548
2018-05-02,370508
2018-12-01,478089
2017-11-10,79153
2018-07-23,166162
2019-09-15,46458
2016-01-22,108655
2019-11-19,102582
2020-03-27,181894
2018-09-28,415634
2020-12-20,39565
2018-08-09,175173
2017-08-28,439306
2017-02-22,5598
2020-02-10,225486
2018-07-04,148939
2020-09-06,267431
2020-03-23,276869
2017-10-26,277137
2019-07-28,71367
2016-04-07,379690
2017-09-05,55496
2020-01-28,450789
2017-02-28,121710
2020-05-14,25295
2019-06-19,205227
2017-03-08,101230
2018-12-17,493930
2019-01-18,181239
2020-08-06,167426
2016-03-14,249367
2020-09-10,58205
2020-03-23,181489
2018-07-01,183521
2019-03-23,335659
2019-08-23,358171
2016-04-23,106665
2019-12-17,276013
2016-08-13,412356
2018-04-05,546
2019-09-30,80715
2020-12-17,446101
2020-08-20,153784
2019-05-19,435456
2017-08-29,405242
2016-11-29,204954
2019-03-08,213175
2019-07-16,14072
2018-06-25,344642
2017-07-05,476666
2019-06-09,321827
2017-08-20,250808
2017-05-12,103536
2016-10-13,61427
2020-05-30,423063
2016-05-26,174067
2016-03-12,349462
2018-08-02,110331
2017-05-05,197482
2020-04-20,475319
2018-09-26,435509
2016-05-08,4951
2018-12-14,473978
2020-05-08,151652
2019-03-11,412514
2020-06-02,121164
2018-02-26,463569
2020-11-10,27513
2020-05-05,355511
2017-12-21,3160
2017-09-20,43761
2020-08-17,437657
2019-09-04,142260
2019-05-01,246206
2016-11-20,426042
2018-04-24,297885
2019-06-17,108427
2017-05-20,205240
2020-07-28,85251
2020-02-27,322506
2016-10-06,335752
2017-04-24,495801
2016-11-04,61579
2019-03-09,194027
2020-06-22,227047
2019-11-30,287990
2016-02-20,143111
2020-05-20,44083
2018-02-25,126468
2016-04-16,401016
2016-06-21,29658
2019-01-24,370666
2018-12-12,151399
2016-10-02,475058
2020-10-10,326553
2016-07-08,424326
2018-10-02,468357
2019-07-11,459329
2020-05-27,376341
2019-09-10,307162
2017-10-24,216028
2018-11-05,241011
2019-08-18,19360
2018-02-04,489695
2018-08-25,207453
2019-01-16,113255
2017-11-27,203805
2017-10-03,92749
2017-01-05,166380
2017-09-16,67842
2017-03-04,466956
2020-11-26,453680
2016-04-19,196331
2020-02-14,63898
2020-05-23,245089
2019-08-01,324272
2016-11-20,249445
2016-08-01,441060
2016-04-25,499738
2019-11-20,302670
2018-07-23,323497
2017-11-17,451964
2020-06-23,398552
2020-08-03,371967
2018-08-08,5780
2019-09-11,48678
2020-03-12,220446
2016-10-15,1034
2016-06-29,438733
2019-01-24,190880
2018-11-26,131716
2020-09-20,274126
2020-11-11,372117
2019-06-01,26798
2020-06-10,93302
2020-03-03,439586
2019-10-06,97498
2017-02-01,412285
2017-03-17,124148
2019-09-08,224754
2017-04-24,367110
2017-02-11,417850
2017-09-02,342902
2017-06-27,356146
2019-12-29,65335
2020-07-05,439014
2019-04-01,90234
2019-11-13,372599
2018-07-16,21954
2017-12-30,456572
2016-09-28,294965
2017-03-03,154478
2016-02-12,269306
2017-07-25,324953
2020-09-10,121581
2019-03-18,127250
2016-04-27,284921
2016-10-18,443678
2017-06-01,130092
2017-12-25,89746
2019-08-26,313040
2020-08-01,432999
2017-01-23,28400
2019-02-13,481734
2017-11-14,479826
2019-06-22,367408
2017-10-07,328285
2017-05-09,423627
2020-12-26,302063
2017-12-15,261250
2016-05-25,75548
2017-02-03,331786
2016-11-18,194306
2019-09-06,192035
2017-10-09,458451
2016-06-07,117050
2017-10-03,88202
2016-08-01,147886
2018-06-06,64582
2017-07-17,201062
2020-06-08,418277
2019-11-06,496943
2019-06-08,359228
2018-11-14,4707
2018-01-22,493871
2019-12-22,68491
2016-04-22,322007
2018-12-02,327172
2016-05-14,160358
2016-07-22,184322
2018-06-20,189307
2019-05-09,400909
2020-07-02,318891
2017-09-24,297029
2019-02-12,272620
2020-04-16,85722
2019-01-23,286339
2020-02-13,425372
2016-08-04,27643
2020-10-14,281980
2018-03-11,376737
2017-09-25,244150
2020-12-26,167770
2018-07-06,191277
2017-11-10,448843
2016-09-30,121481
2020-01-25,157653
2020-01-23,495016
2016-11-11,441024
2020-04-13,441259
2016-08-20,271030
2018-06-09,147917
2017-05-08,134547
2017-06-19,203956
2017-06-02,365800
2016-04-11,129191
2016-05-10,427416
2020-03-28,128590
2018-11-06,365788
2018-07-16,115091
2020-04-04,434791
2016-06-25,118408
2017-03-27,379340
2016-02-24,462794
2016-02-03,11136
2020-06-20,462395
2016-09-06,109398
2020-06-02,440539
2018-04-17,1577
2019-12-10,346364
2019-09-20,262414
2019-09-11,477769
2018-09-17,6710
2016-10-09,472402
2017-10-02,3441
2017-11-09,22550
2019-07-27,150248
2017-08-22,110865
2020-09-28,288481
2016-05-29,229200
2019-04-18,344786
2016-02-13,390872
2019-07-24,294276
2016-07-23,70960
2020-10-10,50770
2019-06-14,436920
2019-10-16,393248
2018-03-02,399372
2016-08-28,21688
2020-03-19,265746
2018-08-27,437232
2016-12-12,67957
2018-06-23,180125
2017-10-24,260600
2018-03-12,121805
2020-02-28,28898
2017-10-23,350186
2017-09-03,384725
2018-02-16,86032
2016-02-16,257013
2020-12-05,92931
2019-11-29,467123
2018-07-29,204432
2018-09-11,330301
2019-02-18,244640
2019-02-14,191526
2018-03-17,452355
2016-03-27,244227
2016-04-14,171957
2017-04-12,221049
2016-09-01,140924
2018-10-14,9985
2017-11-17,397775
2018-05-18,110081
2018-08-11,375500
2017-09-09,347753
2016-04-05,449203
2017-05-28,134579
2019-04-29,319300
2020-07-29,144521
2019-05-04,208270
2016-09-29,37168
2019-09-13,264360
2019-05-20,19417
2017-12-20,450352
2017-09-25,304134
2017-12-17,452870
2016-02-23,385002
2017-07-17,289294
2017-03-03,115535
2019-02-27,12938
2018-10-26,24278
2018-08-08,325461
2019-09-13,426058
2020-08-29,188886
2018-04-17,116542
2017-05-31,299655
2019-04-11,32309
2017-07-21,285824
2020-08-28,278971
2018-03-23,426849
2017-01-13,291050
2019-07-09,216627
2017-08-02,413492
2019-04-18,112168
2017-02-10,54445
2020-07-27,138069
2019-11-12,415931
2019-07-26,476028
2017-10-12,173993
2018-10-27,133844
2019-04-28,491545
2016-10-31,254846
2016-03-25,478638
2020-05-06,134712
2016-04-09,152181
2018-07-01,297658
2016-07-31,466303
2017-05-02,19783
2017-01-07,385663
2018-04-03,73345
2020-01-08,278667
2019-08-06,1802
2016-12-09,343299
2018-08-09,233342
2020-12-15,1679
2016-05-31,367630
2018-01-08,334475
2017-07-04,153779
2017-12-17,195360
2016-01-10,287855
2019-07-10,339082
2019-03-10,108489
2020-05-19,308998
2016-05-07,269312
2016-06-29,163628
2018-10-18,392258
2020-01-31,190971
2020-05-28,111589
2020-04-16,462448
2020-04-21,379339
2018-11-24,36749
2018-12-18,211512
2018-04-13,160236
2018-06-17,419348
2016-05-09,368746
2016-07-30,17324
2019-07-23,90700
2020-07-14,131008
2017-10-31,303760
2017-04-03,237440
2020-12-08,340595
2019-01-26,389231
2018-10-14,226356
2016-03-24,128216
2016-01-30,4365
2020-10-21,68470
2020-08-13,246285
2017-10-28,431804
2016-07-11,492356
2020-06-02,19697
2016-05-02,124788
2018-11-07,87340
2020-08-16,248512
2018-10-10,37504
2019-04-14,465683
2016-12-30,340606
2020-11-18,17776
2019-01-02,79899
2019-06-17,245209
2020-03-13,450352
2018-01-01,236316
2017-02-13,209681
2016-04-02,174521
2017-07-16,325689
2020-02-25,126907
2017-02-24,276593
2018-04-17,373002
2020-05-03,244670
2019-04-11,304817
2018-11-21,498685
2020-06-15,319783
2016-05-04,21651
2016-03-09,186301
2016-07-10,287545
2020-11-10,440174
2020-07-17,75016
2016-11-03,321891
2016-04-11,76831
2017-06-29,14020
2018-08-08,369365
2020-01-19,20394
2017-11-11,59271
2018-03-20,262623
2017-06-25,298758
2017-01-04,296056
2019-05-03,20167
2020-01-26,284845
2018-05-06,126829
2016-12-22,284110
2018-05-13,333445
2019-12-05,259671
2019-11-09,330686
2020-09-09,369273
2020-06-07,107810
2020-06-16,239207
2017-07-03,239135
2016-06-10,410899
2020-09-09,40831
2020-03-16,431926
2016-09-17,45042
2020-12-19,247519
2017-01-23,127931
2018-03-24,104416
2020-11-08,466822
2018-03-04,142189
2017-05-28,122543
2016-07-17,178722
2016-12-05,48856
2019-02-09,246965
2019-07-23,230916
2017-09-19,105149
2017-03-07,141672
2019-01-04,290710
2018-04-26,213506
2016-04-05,469990
2019-03-13,472551
2020-09-20,478023
2017-09-01,358765
2016-10-28,273970
2016-09-10,93619
2016-06-19,97044
2020-11-29,242342
2016-03-06,410555
2018-08-05,15082
2017-04-21,51512
2019-08-16,25125
2017-08-16,234636
2016-05-23,432441
2019-02-09,252411
2017-12-30,458209
2020-01-17,306759
2019-08-05,263945
2017-09-30,247371
2017-08-01,286097
2017-02-27,436203
2019-10-17,144564
2020-07-22,195970
2018-06-15,73880
2019-08-15,28282
2016-08-03,68644
2018-03-13,209463
2019-04-07,267564
2019-11-30,370409
2019-06-01,285060
2020-12-16,226259
2016-11-24,418547
2020-09-11,230272
2016-12-19,394979
2020-05-02,288052
2018-05-11,254723
2016-07-26,355848
2017-07-17,342775
2019-03-22,390089
2019-04-03,271667
2020-09-16,293084
2018-01-20,340031
2017-08-01,258013
2017-07-06,397342
2020-12-03,30554
2020-07-04,434566
2016-12-01,301844
2018-11-10,341903
2017-04-29,179799
2016-02-29,186781
2016-08-07,49785
2020-11-10,109077
2020-04-09,410716
2017-02-08,140334
2018-02-07,462459
2019-11-16,227403
2019-02-27,451988
2016-08-16,414138
2018-12-24,5737
2016-06-21,37224
2018-06-29,297714
2017-04-24,343752
2019-08-28,87925
2020-07-21,69851
2020-12-26,185358
2019-01-05,228645
2017-06-20,245699
2019-08-31,215102
2019-02-02,173871
2017-04-01,217207
2016-03-22,382838
2017-05-03,120330
2018-12-12,435563
2020-09-11,306254
2016-06-10,216736
2020-08-21,200854
2018-05-16,337212
2018-08-09,404292
2017-06-07,182031
2019-01-03,144777
2018-10-08,383662
2019-09-05,166036
2020-10-20,323135
2018-04-06,436322
2018-08-26,54996
2020-07-02,299036
2016-12-19,430875
2020-04-24,487895
2017-09-15,206302
2016-02-14,253878
2017-03-21,233112
2017-06-13,412323
2019-08-10,428068
2016-12-18,238120
2019-07-17,388842
2019-04-01,431167
2019-11-30,78759
2016-08-30,191113
2018-12-04,94859
2018-03-26,413184
2019-10-31,48661
2016-08-07,253890
2017-01-16,240120
2016-12-21,375971
2018-03-07,179615
2016-05-29,347362
2020-06-29,109925
2018-08-16,280542
2016-07-03,278817
2020-02-25,487374
2020-12-17,373912
2018-09-03,219506
2020-04-30,241304
2016-11-25,82241
2016-04-28,492308
2020-03-23,174519
2019-06-26,119667
2019-09-23,6033
2017-04-02,18837
2020-02-18,422688
2018-12-02,220796
2016-09-26,166435
2019-10-14,269535
2020-02-19,160061
2020-07-05,124772
2018-02-21,103382
2018-03-29,317445
2019-10-15,422171
2018-07-01,32123
2019-08-01,454241
2020-11-26,489022
2018-05-10,420049
2017-06-26,164825
2016-08-29,92135
2016-03-29,386731
2018-04-03,80717
2018-01-31,301566
2019-05-07,319537
2016-01-05,62142
2019-02-06,308444
2020-11-27,302695
2017-05-31,115928
2017-09-24,178902
2019-10-08,333234
2018-06-10,118975
2019-06-02,329772
2020-12-24,87135
2016-03-20,318330
2016-06-08,430740
2016-11-06,113413
2020-02-15,277323
2018-03-19,28280
2020-03-04,49137
2017-02-14,338096
2018-01-20,247490
2016-01-11,141393
2018-10-26,359680
2018-01-03,15925
2017-09-12,393804
2018-01-31,79819
2016-10-22,182241
2020-12-19,428049
2018-09-27,372719
2019-12-15,69726
2016-05-06,185418
2016-06-21,12827
2020-12-06,23697
2019-03-11,297397
2019-06-16,260181
2018-02-11,277139
2017-09-13,210849
2019-01-20,371531
2020-05-22,40876
2017-07-17,497527
2016-05-04,426798
2019-03-10,374424
2019-05-08,294804
2020-07-08,273878
2016-01-14,44642
2019-02-23,206413
2019-04-30,333383
2016-04-03,80186
2018-04-16,110458
2017-03-21,214675
2020-11-17,4637
2020-09-07,280326
2016-01-26,81143
2018-09-27,353664
2019-05-23,98679
2018-01-05,133943
2016-10-02,6381
2016-10-17,259267
2017-01-05,276820
2017-07-14,34871
2016-11-09,261216
2017-03-12,193221
2016-09-12,120927
2016-04-18,339258
2018-05-27,205632
2020-05-11,428073
2016-12-09,313346
2016-10-08,166436
2020-11-15,335546
2019-02-04,204809
2017-02-02,363297
2019-05-12,457009
2018-04-12,166868
2018-01-18,2513
2017-01-01,290865
2017-02-21,451034
2020-03-28,180802
2016-11-01,32075
2019-07-27,423444
2016-11-15,461032
2018-06-29,485556
2017-10-18,287488
2018-03-29,230927
2019-01-25,216543
2017-03-12,483188
2020-12-09,230967
2017-05-04,128896
2017-07-11,173993
2016-03-25,171809
2016-11-06,282961
2020-04-27,188426
2020-07-17,31153
2016-06-12,124977
2018-05-16,311604
2017-04-14,105621
2019-03-14,230242
2019-04-09,107366
2017-12-21,5651
2018-11-08,305336
2019-06-27,213190
2020-01-25,297462
2016-09-02,455269
2020-02-10,353886
2016-11-17,314575
2016-04-12,374412
2020-07-11,149534
2016-06-12,337272
2020-10-04,122199
2017-05-31,166688
2018-12-17,46725
2019-08-07,297467
2018-04-09,120261
2016-09-28,423706
2017-08-13,482772
2020-10-18,310117
2017-07-11,120567
2020-06-22,122668
2020-09-22,15640
2016-12-14,285735
2018-12-07,162262
2017-10-06,366365
2016-12-11,30155
2020-10-04,370958
2018-02-10,8588
2016-01-25,70626
2017-01-24,370815
2019-04-23,498138
2017-03-05,364980
2018-08-02,189195
2019-12-12,437510
2017-01-27,371321
2020-11-19,187733
2017-10-22,384978
2016-06-04,248703
2016-05-24,456279
2017-01-02,318960
2019-02-24,398759
2018-10-27,279513
2018-12-24,226093
2018-01-11,24077
2020-08-22,18153
2019-01-30,17396
2020-09-23,211567
2018-03-25,492981
2018-03-19,8240
2019-04-10,220186
2017-04-02,110784
2018-03-17,433166
2019-10-30,3491
2017-07-31,148755
2017-11-19,104352
2016-02-27,499751
2017-05-15,69938
2017-08-17,316005
2019-04-24,454755
2017-10-07,15801
2018-07-07,322813
2017-12-28,418581
2018-03-03,146141
2019-04-15,41560
2019-09-14,278190
2019-04-19,34839
2018-10-31,176838
2017-06-29,4393
2019-09-27,272327
2018-11-20,138822
2016-03-16,200374
2019-10-02,45297
2018-09-09,230635
2017-10-15,449110
2017-04-12,195497
2017-08-16,259269
2020-04-16,431880
2016-12-03,496122
2016-11-30,444804
2020-07-29,162627
2017-11-25,161661
2018-11-29,3218
2018-06-03,177186
2016-09-27,242001
2016-04-06,292352
2017-02-01,55934
2019-08-20,250786
2020-04-24,94709
2020-04-14,198712
2016-07-15,471525
2018-07-21,125354
2020-11-16,64657
2018-12-18,194776
2016-06-03,309018
2016-05-27,319591
2020-03-03,375906
2018-01-27,331776
2018-12-26,201236
2019-04-09,1227
2019-04-13,208976
2018-03-04,476038
2018-05-28,411242
2017-06-28,134703
2018-01-01,40127
2020-12-19,394685
2018-03-04,59628
2019-08-23,494461
2018-08-03,167619
2018-01-11,10171
2016-07-23,494681
2018-02-23,208543
2020-10-05,245198
2016-06-15,160155
2017-10-15,93086
2020-04-03,71750
2019-03-23,69639
2016-02-15,483810
2016-04-29,102025
2019-01-02,162172
2016-04-26,345478
2018-10-29,415104
2018-11-24,429441
2020-02-25,447701
2018-09-16,355542
2020-06-12,377958
2016-10-03,217364
2020-10-03,121895
2020-06-24,66778
2016-09-23,362894
2016-04-23,429155
2020-08-27,168608
2018-05-10,172959
2019-03-13,109677
2018-11-27,312368
2020-11-24,50845
2019-03-20,47623
2016-12-07,1017
2017-08-20,20128
2020-09-18,487171
2017-05-11,267209
2016-06-21,215090
2019-11-30,232010
2018-10-05,67910
2017-05-02,226849
2020-07-14,59058
2016-12-10,350501
2019-12-27,55350
2020-02-28,479619
2016-10-30,116485
2019-07-12,460796
2017-12-16,55393
2019-09-17,453830
2020-05-13,128889
2018-12-27,479041
2016-09-03,385709
2020-01-11,270515
2017-07-16,360388
